Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Ordered_Date_Year,Ordered_Date_Month,Ordered_Date_Day,Time_OrderPicked_hours,Time_OrderPicked_mins,Time_Orderd_hours,Time_Orderd_mins,Time_taken (min),Distance_covered
21.0,5.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,10,18,35,18,20,35,12.099251698246317
20.0,5.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,4,6,20,50,20,45,42,17.076492495612452
21.0,4.5,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,24,8,25,8,20,23,1.5295062057776052
22.0,4.5,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,15,23,5,22,50,29,7.546712474612512
21.0,4.9,Sandstorms,Low,1,scooter,1.0,No,,2022,3,16,23,50,23,45,19,10.865464603780389
21.0,4.7,Stormy,Low,2,scooter,1.0,No,Metropolitian,2022,2,13,8,20,8,10,13,3.088376284911997
21.0,4.2,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,31,18,55,18,40,31,20.85227883430363
37.0,4.5,Fog,Medium,2,scooter,1.0,No,Urban,2022,3,30,16,45,16,30,17,5.958963420481106
21.0,4.7,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,18,20,15,20,10,23,12.435005114517455
,,Windy,Low,1,motorcycle,1.0,No,Urban,2022,3,15,8,55,19,35,21,3.073543363663747
35.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,14,21,50,21,40,47,10.907140151568116
20.0,4.8,Cloudy,Low,0,motorcycle,0.0,No,Urban,2022,3,24,9,25,9,15,21,3.105268883133742
31.0,4.9,Sandstorms,Jam,0,motorcycle,0.0,No,Urban,2022,2,11,19,25,19,15,33,4.632302885852554
22.0,4.6,Sunny,Jam,2,scooter,1.0,No,Metropolitian,2022,2,11,20,55,20,40,17,7.862668167410368
,,Cloudy,High,2,scooter,1.0,No,Metropolitian,2022,3,7,12,20,19,35,23,6.037529176542177
37.0,4.8,Fog,Low,1,scooter,0.0,No,Metropolitian,2022,3,7,11,10,19,35,17,1.5367917694809952
27.0,4.9,Fog,Medium,1,scooter,0.0,No,Urban,2022,3,1,18,35,18,30,18,7.682703792667339
,,Stormy,Jam,2,scooter,0.0,No,Urban,2022,3,13,21,25,19,35,34,9.075423573606574
31.0,4.8,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,3,21,20,21,10,30,4.595393825646015
22.0,4.9,Sunny,Low,1,scooter,0.0,No,Metropolitian,2022,3,17,23,25,23,15,18,4.560961191343599
25.0,5.0,Fog,Low,0,motorcycle,1.0,No,Urban,2022,3,14,23,45,23,40,23,10.868263117988388
26.0,4.9,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,15,19,15,19,35,16,4.610035602260694
20.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,2022,3,7,10,15,10,10,17,1.5297232853100242
27.0,4.1,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,23,17,40,17,35,31,12.236723616598548
36.0,4.0,Stormy,Low,0,motorcycle,0.0,No,,2022,3,17,8,35,8,30,23,1.558083864051793
29.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,11,17,25,17,10,17,4.59663204175947
33.0,4.9,Fog,Low,1,scooter,1.0,No,Metropolitian,2022,3,24,23,25,23,20,17,7.601874226722028
32.0,4.3,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,2022,3,1,20,45,20,35,33,8.93863229991919
27.0,4.5,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,4,22,5,21,50,46,16.851875921653388
38.0,4.8,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,23,23,25,23,15,40,14.15280068944862
34.0,4.8,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,4,19,15,19,10,40,12.417003842687146
29.0,4.7,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,2022,2,14,20,10,19,55,19,13.894095776997975
28.0,4.9,Sunny,High,2,motorcycle,0.0,No,Urban,2022,2,13,14,50,14,40,12,6.242088049788142
32.0,4.3,Stormy,Jam,0,motorcycle,0.0,No,Urban,2022,4,4,19,30,19,15,39,12.418480328292787
22.0,4.7,Sunny,Low,0,motorcycle,0.0,,Metropolitian,2022,3,9,22,40,22,30,10,4.657999585570663
37.0,4.9,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,2022,3,31,22,30,22,20,29,11.916757259074618
29.0,4.6,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,1,8,25,8,10,22,3.058924545938562
39.0,4.6,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,23,17,35,17,20,30,17.29786575291325
36.0,3.8,Windy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,12,21,25,21,10,37,11.91712870001259
37.0,4.7,Cloudy,Low,2,scooter,,No,Urban,2022,3,17,22,35,22,20,15,7.862668167410368
32.0,4.8,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,2,15,20,50,20,35,29,4.717601092054723
34.0,4.1,Stormy,Medium,2,motorcycle,2.0,No,Urban,2022,3,14,18,10,19,35,34,13.789630729980562
24.0,4.5,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,31,22,50,22,45,21,10.70546847853061
33.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Urban,2022,3,9,20,50,20,35,29,4.656862974505059
35.0,3.9,Windy,Jam,1,motorcycle,2.0,No,Metropolitian,2022,3,29,20,10,19,55,38,12.236561539554922
31.0,4.8,Stormy,Low,1,scooter,0.0,No,Metropolitian,2022,3,27,23,15,23,10,28,20.253518127453116
39.0,4.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,21,17,50,17,45,27,4.674333788013509
21.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Urban,2022,3,23,19,40,19,30,18,13.989473698864703
30.0,4.4,Stormy,Medium,1,scooter,2.0,No,Metropolitian,2022,2,16,18,55,18,45,39,17.29786575291325
36.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,26,21,50,21,45,25,7.546800541055753
30.0,4.8,Windy,Low,2,scooter,0.0,No,Metropolitian,2022,2,11,22,50,22,35,23,9.264648568906685
27.0,5.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,16,17,25,17,15,39,13.76397722442764
22.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,3,20,50,20,40,35,9.314862687658117
30.0,4.4,Stormy,High,2,scooter,1.0,No,Metropolitian,2022,4,5,12,50,12,45,32,5.960345509794303
31.0,4.7,Cloudy,High,2,motorcycle,1.0,No,Urban,2022,4,1,11,25,11,15,27,1.5526813140972442
27.0,4.9,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,10,18,35,18,25,24,10.641581256626232
37.0,4.8,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,2022,3,13,19,35,23,45,22,4.469351491411031
30.0,4.9,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,2022,3,27,21,5,20,55,29,20.176709024393567
35.0,4.2,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,25,17,30,17,20,33,16.659979129063025
20.0,4.5,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,17,23,55,23,50,21,9.121874253616898
28.0,5.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,10,17,25,17,10,41,16.384324359677578
36.0,5.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,19,17,45,17,35,34,4.5279170129511765
27.0,4.5,Fog,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,7,9,30,9,15,15,1.5544994921789963
23.0,4.7,Fog,Jam,2,motorcycle,0.0,No,,2022,2,11,21,35,21,20,22,9.15767304259452
24.0,4.6,Sunny,Low,2,scooter,1.0,No,Metropolitian,2022,3,25,19,35,23,55,28,12.07439552568561
31.0,4.7,Sunny,Medium,0,motorcycle,1.0,No,Urban,2022,4,1,17,15,19,35,23,6.147092755626801
27.0,4.5,Windy,Low,2,scooter,1.0,No,Urban,2022,3,19,8,55,8,40,11,1.5320260227341909
22.0,4.7,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,12,18,35,18,30,22,12.236561539554922
28.0,5.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,4,19,35,19,30,32,17.077999100718277
39.0,4.7,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,29,18,40,18,25,15,16.852688970823085
25.0,4.6,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,30,18,50,18,35,26,7.683177078354373
25.0,4.9,Sunny,Jam,0,motorcycle,1.0,No,Urban,2022,2,18,21,35,21,20,30,14.15280068944862
23.0,4.7,Sandstorms,Low,2,scooter,0.0,No,Urban,2022,3,26,10,35,10,20,19,3.0644638558352577
,,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,4,6,19,30,19,35,52,19.916274899797408
32.0,4.8,Stormy,Low,2,electric_scooter,1.0,No,,2022,3,7,23,40,23,25,21,7.790426271963797
33.0,4.6,Cloudy,Jam,2,motorcycle,0.0,No,Metropolitian,2022,3,24,19,40,19,30,27,7.683918689074729
24.0,4.6,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,2022,3,23,18,5,17,55,33,12.419464414087114
21.0,4.8,Stormy,Low,1,scooter,0.0,,Urban,2022,3,9,8,35,8,20,10,3.11617292179438
24.0,4.5,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,2022,3,25,21,45,21,30,30,12.29354192492578
30.0,4.6,Sandstorms,High,1,scooter,1.0,No,Metropolitian,2022,2,13,12,10,19,35,27,2.996242544880338
33.0,4.9,Cloudy,Jam,0,motorcycle,1.0,Yes,Metropolitian,2022,3,20,21,40,21,35,46,12.417687564200063
32.0,4.6,Sandstorms,Jam,2,scooter,1.0,No,Urban,2022,2,18,19,50,19,35,28,16.610926485281333
22.0,4.9,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,1,19,35,15,45,27,6.058848944530401
26.0,4.2,Windy,High,0,motorcycle,2.0,No,Metropolitian,2022,3,17,13,35,13,20,38,6.058825169286296
37.0,4.1,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,2,21,5,19,35,39,19.760080920474557
21.0,4.7,Windy,High,2,motorcycle,1.0,No,Metropolitian,2022,3,11,11,30,11,15,22,1.5126859754657422
25.0,4.5,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,2022,2,17,10,10,9,55,13,1.5137670422991538
21.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,4,23,45,23,30,21,10.58777364583605
26.0,4.3,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,24,19,35,11,45,34,3.0582815752499948
23.0,4.9,Stormy,Jam,2,electric_scooter,1.0,No,Urban,2022,2,14,21,10,19,35,20,14.15280068944862
,,Sunny,High,0,motorcycle,1.0,No,Metropolitian,2022,3,30,14,35,19,35,44,6.081389116676368
35.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,11,22,55,22,50,25,4.588387206077805
32.0,4.8,Stormy,Low,1,motorcycle,0.0,No,Urban,2022,3,9,8,25,8,20,25,1.5203728379727393
33.0,4.7,Stormy,Medium,2,scooter,1.0,No,Metropolitian,2022,4,1,19,35,16,50,28,6.037544630194255
35.0,4.6,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,6,19,35,20,55,36,19.91059239709516
38.0,4.2,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,20,17,35,17,25,47,19.917038235830077
39.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,2022,2,17,19,35,22,45,19,4.632302885852554
31.0,4.9,Stormy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,13,11,40,11,25,33,3.105369890908668
28.0,4.9,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,3,5,22,40,22,30,12,9.193469879776632
38.0,4.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,13,8,40,8,25,31,1.5725337292863206
26.0,4.8,Fog,High,2,electric_scooter,0.0,No,Metropolitian,2022,3,19,19,35,12,55,26,6.128899374764089
34.0,4.3,Windy,High,0,motorcycle,1.0,No,Urban,2022,2,17,13,45,13,35,31,6.040034059163726
35.0,5.0,Windy,Jam,2,scooter,1.0,No,,2022,3,15,21,15,19,35,29,4.596336792438924
28.0,4.6,Stormy,High,2,scooter,0.0,No,Metropolitian,2022,3,28,11,35,11,30,11,1.536802066394733
26.0,4.3,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,2,14,21,45,21,30,31,16.36809881291643
26.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,13,18,45,18,35,29,4.494279117295131
22.0,4.6,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,2022,4,2,20,20,20,10,36,19.76105000353896
24.0,4.7,Cloudy,Low,2,electric_scooter,1.0,No,Urban,2022,3,20,22,55,22,45,28,13.773737657079298
36.0,4.9,Windy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,26,12,25,12,15,40,6.210607623190057
28.0,4.6,Sunny,Jam,1,scooter,1.0,No,Metropolitian,2022,4,6,19,35,21,55,18,13.788852089943369
23.0,4.9,Sunny,Jam,2,scooter,1.0,No,Urban,2022,3,4,21,30,21,15,19,10.881431823102778
21.0,4.8,Windy,Medium,2,scooter,0.0,No,Metropolitian,2022,2,16,18,5,17,55,29,17.29786575291325
37.0,4.1,Sandstorms,Medium,1,motorcycle,0.0,No,Urban,2022,3,19,19,5,18,55,32,4.610405794808594
28.0,4.8,Windy,Medium,2,scooter,0.0,No,Urban,2022,3,4,18,10,19,35,21,10.563519849475314
31.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,31,19,35,20,45,45,14.021756535050493
23.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,2022,3,28,19,35,8,45,15,3.105364544907298
24.0,2.6,Sunny,Low,1,motorcycle,1.0,Yes,Metropolitian,2022,4,6,22,50,22,35,42,16.660108123693192
20.0,4.7,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,2022,3,26,8,20,8,10,19,3.1162384958431986
23.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,2022,4,3,22,35,22,20,18,7.546676276224336
33.0,5.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,2022,2,15,18,50,18,45,16,4.395415943127041
23.0,4.8,Fog,High,2,scooter,0.0,No,Metropolitian,2022,3,28,11,45,11,40,34,2.981217855191797
23.0,4.7,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,26,18,45,18,35,27,9.315069177421892
27.0,4.7,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,2,22,15,22,10,24,10.866360907886408
31.0,4.8,Windy,Low,2,electric_scooter,1.0,No,Urban,2022,3,29,22,35,22,20,15,10.723264172167632
36.0,4.9,Cloudy,Medium,2,scooter,2.0,No,Metropolitian,2022,3,14,18,30,18,20,38,17.07269000033606
20.0,4.6,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,2022,3,5,19,35,23,55,19,9.348493190107366
,,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,11,19,45,19,35,29,4.528164580408178
26.0,4.8,Cloudy,Medium,0,motorcycle,0.0,Yes,Metropolitian,2022,3,8,18,50,18,40,41,10.427667505405807
22.0,4.9,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,18,22,25,22,20,21,17.29786575291325
36.0,4.6,Fog,Medium,1,motorcycle,,No,Urban,2022,3,17,19,5,19,35,16,9.055525276451307
30.0,4.7,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,17,15,25,15,15,27,6.232472211118879
24.0,5.0,Windy,Jam,2,electric_scooter,0.0,No,Urban,2022,3,8,21,35,21,25,17,10.723989806656368
25.0,4.6,Stormy,Low,1,scooter,1.0,No,Metropolitian,2022,4,1,22,50,22,35,18,9.074573554008944
39.0,4.9,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,15,15,40,15,35,15,6.051108888205775
30.0,4.1,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,4,5,17,50,17,45,31,7.862668167410368
37.0,5.0,Windy,High,1,scooter,1.0,No,Metropolitian,2022,3,28,11,35,11,30,33,3.073397297636044
34.0,5.0,Fog,Low,2,motorcycle,1.0,No,Urban,2022,4,3,9,20,9,15,15,3.040666798077057
30.0,4.9,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,13,19,5,19,35,33,9.435201537430713
22.0,4.7,Cloudy,Low,1,motorcycle,1.0,No,Urban,2022,3,24,19,35,8,50,14,3.104827485600479
21.0,4.5,Fog,Low,1,scooter,1.0,No,Metropolitian,2022,3,10,23,30,23,25,23,16.851045489710874
38.0,4.1,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,19,21,30,21,25,35,9.074744674241003
30.0,4.4,Fog,Low,1,motorcycle,2.0,No,Metropolitian,2022,4,6,19,35,19,35,39,12.161605446010208
37.0,4.9,Stormy,Jam,2,scooter,0.0,No,Metropolitian,2022,2,14,21,25,21,20,25,13.184333425018211
23.0,4.9,Windy,Medium,2,scooter,1.0,No,Urban,2022,3,6,17,45,17,30,15,12.237167878708664
39.0,4.9,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,11,23,50,23,35,26,7.862668167410368
39.0,4.5,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,15,9,20,9,15,22,1.5125976112065025
31.0,4.7,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,25,23,10,19,35,28,10.58781900321548
33.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,30,17,40,17,35,36,7.862668167410368
22.0,4.7,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,20,17,55,17,40,27,20.18348136584519
37.0,4.3,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,2022,2,16,18,40,18,25,35,13.90269207363203
30.0,4.5,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,5,16,30,16,25,25,6.129149863507623
23.0,4.6,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,2,14,20,55,20,50,21,19.630420315342924
24.0,4.9,Fog,Medium,1,motorcycle,0.0,No,Metropolitian,2022,2,14,17,30,17,25,38,19.04256304289831
27.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Urban,2022,3,3,20,30,20,15,29,4.544228016639666
20.0,4.6,Fog,Low,0,motorcycle,1.0,No,Urban,2022,3,11,10,45,10,40,20,3.059933327241409
36.0,5.0,Windy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,5,13,35,13,25,32,6.03744523636816
26.0,4.5,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,21,12,40,12,35,25,6.14663364596065
38.0,4.0,Sandstorms,High,1,scooter,1.0,No,Metropolitian,2022,2,13,13,30,13,25,31,5.860613400500879
21.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,16,20,55,20,45,31,19.661310204458477
33.0,4.6,Fog,Jam,1,scooter,1.0,No,Urban,2022,3,16,21,10,20,55,44,13.786698988713738
36.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,8,17,45,17,35,30,10.641042055468692
31.0,4.7,Sandstorms,High,2,scooter,1.0,No,Metropolitian,2022,3,5,11,50,11,45,27,3.145067434621583
30.0,4.8,Sunny,High,0,motorcycle,1.0,No,Metropolitian,2022,3,15,11,25,11,15,24,1.5324173514302288
34.0,4.8,Fog,Medium,1,scooter,1.0,No,Metropolitian,2022,3,18,17,45,17,35,34,10.867421265092352
24.0,4.8,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,18,18,25,18,20,27,12.241181140730712
,,Fog,Low,0,motorcycle,1.0,No,,2022,3,10,19,35,19,35,22,16.819856608097247
30.0,4.6,Windy,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,10,22,25,22,20,26,10.881463659821872
32.0,4.9,Fog,Low,1,scooter,0.0,No,Metropolitian,2022,3,21,9,45,9,40,16,1.5725337292863206
31.0,4.9,Windy,Low,1,scooter,0.0,No,Urban,2022,3,17,8,40,8,35,21,3.1089700084222183
27.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,10,22,15,22,10,24,19.8832515530204
38.0,4.8,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,2,11,18,15,19,35,17,7.80255476855983
21.0,4.9,Cloudy,Low,0,motorcycle,0.0,No,Urban,2022,2,16,23,30,23,20,21,20.50694414817788
22.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,2022,3,30,9,55,9,40,17,1.552761506023859
31.0,4.2,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,27,17,45,17,30,43,10.867366120252033
37.0,4.9,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,2022,4,4,22,50,22,45,28,12.25659774869038
50.0,6.0,,,3,bicycle,0.0,No,Metropolitian,2022,4,4,23,20,19,35,27,17565.024412199604
36.0,4.7,Stormy,High,2,scooter,1.0,No,Metropolitian,2022,3,7,13,30,13,15,34,6.146764727341459
23.0,4.9,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,3,22,15,22,10,16,7.60180033473793
28.0,4.9,Fog,Medium,2,electric_scooter,2.0,No,Metropolitian,2022,3,29,18,40,18,35,37,16.72211837577326
32.0,4.6,Windy,Medium,2,scooter,1.0,No,Urban,2022,3,18,17,55,17,45,29,19.761706467413592
32.0,5.0,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,2022,3,3,22,40,22,30,17,9.31399060766806
39.0,4.7,Stormy,High,2,scooter,1.0,No,Metropolitian,2022,3,30,12,5,11,55,29,1.558137239175215
23.0,4.9,Sunny,Jam,2,scooter,1.0,No,Urban,2022,3,8,22,10,21,55,20,12.232070021478211
29.0,4.8,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,2022,2,15,8,35,8,20,12,2.9302578007621216
32.0,4.6,Cloudy,Low,2,scooter,1.0,No,Metropolitian,2022,3,26,19,35,23,50,15,4.65818248829983
32.0,4.7,Fog,High,1,motorcycle,1.0,No,Metropolitian,2022,3,9,13,5,19,35,26,6.120777222727991
31.0,4.7,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,27,19,35,18,45,32,11.00773476374462
20.0,4.9,Fog,Medium,0,motorcycle,1.0,No,,2022,4,1,17,40,17,30,27,9.055364789945113
31.0,4.1,Cloudy,High,1,scooter,2.0,No,Metropolitian,2022,3,30,11,40,11,35,38,3.040539883060508
30.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,19,23,50,23,45,29,7.66095172081025
37.0,4.2,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,1,19,35,14,50,38,6.0504060616582525
38.0,4.8,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,2022,3,25,18,45,18,30,35,13.787860239172549
30.0,4.2,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,14,19,35,18,50,47,20.17984922053873
23.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,2022,3,27,21,55,21,45,32,13.82977049957229
30.0,4.2,Fog,High,0,motorcycle,1.0,No,Metropolitian,2022,2,13,19,35,14,45,32,5.874515354538113
20.0,3.2,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,2022,3,27,22,25,22,20,44,17.13793593144315
21.0,4.5,Fog,Low,2,electric_scooter,1.0,No,Urban,2022,4,3,22,15,22,10,14,4.528183776759067
38.0,4.9,Windy,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,7,22,35,22,20,21,9.056095962462344
35.0,4.0,Windy,Jam,0,motorcycle,,No,Metropolitian,2022,3,14,19,35,21,45,44,13.830206237242956
31.0,4.6,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,27,23,10,22,55,24,19.91558571344329
35.0,4.1,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,17,20,15,19,35,31,4.656862974505059
32.0,4.0,Cloudy,Jam,1,motorcycle,,No,Metropolitian,2022,3,14,21,55,21,40,37,13.68237887648496
31.0,4.6,Stormy,Medium,2,motorcycle,0.0,No,Metropolitian,2022,2,16,17,30,17,15,24,19.089609031864757
23.0,5.0,Fog,Low,0,motorcycle,0.0,No,,2022,3,14,19,35,19,35,20,12.232070021478211
25.0,4.6,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,23,18,50,18,45,28,19.61916749330441
21.0,4.9,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,25,19,15,19,10,48,13.96960642768458
21.0,4.9,Sunny,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,5,8,45,8,40,23,1.5321262845594088
30.0,4.8,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,5,17,30,17,25,15,7.7626058902454
37.0,4.6,Fog,Low,2,motorcycle,1.0,No,Urban,2022,3,1,10,55,10,40,17,1.509439424217718
23.0,5.0,Sunny,Jam,2,scooter,,No,Metropolitian,2022,3,23,20,10,19,35,16,14.0219570899938
25.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Semi-Urban,2022,3,23,19,35,18,55,44,16.722543155307
21.0,4.5,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,2022,3,10,19,5,19,35,30,10.64228895373868
33.0,3.6,Windy,Medium,2,motorcycle,2.0,No,Urban,2022,3,23,19,5,18,50,38,16.659963190057415
38.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Urban,2022,2,18,20,30,20,25,39,11.936215305491464
37.0,4.8,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,2,15,16,5,15,50,30,5.992049991557236
31.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Urban,2022,3,13,21,55,21,45,33,4.544208221887867
26.0,4.8,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,2022,3,18,22,45,22,40,15,16.852241972645785
22.0,4.8,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,19,9,5,8,50,14,3.116127220771153
21.0,4.3,Sandstorms,Low,0,motorcycle,1.0,No,Urban,2022,3,1,23,10,22,55,18,7.646414103068861
34.0,4.8,Cloudy,Jam,2,scooter,1.0,No,Urban,2022,4,4,19,35,21,45,43,16.721976048741215
20.0,4.2,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,4,19,35,17,50,31,10.86742683448048
31.0,4.8,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,2022,2,14,19,35,19,50,53,13.429131650088678
24.0,4.8,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,4,3,23,45,23,35,16,9.056672984546829
37.0,4.7,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,4,23,25,23,20,23,13.61385032584042
31.0,4.5,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,5,23,25,23,20,24,4.595940524023754
39.0,4.8,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,3,21,45,21,40,28,4.610471743046499
26.0,4.9,Windy,High,1,scooter,0.0,No,Urban,2022,3,26,12,35,12,20,18,5.959357904254251
